"","title","rating","critics_pick","author","headline","summary","pub_date","opening_date","updated_date","link_type","link_url","link_suggested","multimedia_type","multi_media_src","multimedia_height","multimedia_width","sent_mean","sent_sd","sent_sum","clean_summary"
"1208","Wonder","PG",1,"GLENN KENNY","Review: In ‘Wonder,’ a Not-So-Ordinary Boy Makes His Way","Auggie, the little boy in this smart and warmhearted family film, is inspirational in his differences.","2017-11-16","2017-11-17","2017-12-16 17:44:01","article","https://www.nytimes.com/2017/11/16/movies/wonder-review-jacob-tremblay-julia-roberts-owen-wilson.html","Read the New York Times Review of Wonder","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/17/movies/17Wonder1/17Wonder1-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"auggi littl boy smart warmheart famili film inspir differ"
"1209","Wet Woman in the Wind","",0,"GLENN KENNY","Review: ‘Wet Woman in the Wind’ Is a Queasy Sex Romp","Let’s make no bones about it: This film, part of a project to reboot a Japanese soft-core genre, is designed to appeal to male prurient interest.","2017-11-16","2017-11-17","2017-11-16 12:04:03","article","https://www.nytimes.com/2017/11/16/movies/wet-woman-in-the-wind-review.html","Read the New York Times Review of Wet Woman in the Wind","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/17/movies/17wetwoman/merlin_129774299_7c12221e-cc83-4dc4-869d-71d99eb6fb4e-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"bone film project reboot japanes softcor genr design appeal male prurient"
"1210","Roman J. Israel, Esq.","PG-13",0,"BEN KENIGSBERG","Review: In ‘Roman J. Israel, Esq.,’ Denzel Washington as a Lawyer Out of His Element","Dan Gilroy’s new film about a socially awkward jurist misfires when it appoints him as a sort of angelic figure.","2017-11-16","2017-11-22","2017-12-16 17:44:01","article","https://www.nytimes.com/2017/11/16/movies/roman-j-israel-review-denzel-washington.html","Read the New York Times Review of Roman J. Israel, Esq.","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/17/arts/17ROMAN/17ROMAN-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"dan gilroy film social awkward jurist misfir appoint sort angel figur"
"1211","Cook Off!","R",0,"BEN KENIGSBERG","Review: ‘Cook Off!’ Gives Chefs the ‘Best in Show’ Treatment","This mockumentary about a cooking competition features Melissa McCarthy but is being released 10 years after it was first shown at a comedy festival.","2017-11-16","2017-11-17","2017-11-24 17:44:02","article","https://www.nytimes.com/2017/11/16/movies/review-cook-off-melissa-mccarthy.html","Read the New York Times Review of Cook Off!","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/15/arts/17cookoff1/17cookoff1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"mockumentari cook competit featur melissa mccarthi releas shown comedi festiv"
"1212","A Fantastic Woman","R",1,"A.O. SCOTT","Review: ‘A Fantastic Woman’ Lives Up to Its Title, in More Ways Than One","Facing a lover’s death and a society’s intolerance, in a film by Sebastián Lelio.","2017-11-15","2018-02-02","2017-11-24 17:44:02","article","https://www.nytimes.com/2017/11/15/movies/a-fantastic-woman-review.html","Read the New York Times Review of A Fantastic Woman","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/17/arts/17fantastic1/17fantastic1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"face lover death societi intoler film sebastián lelio"
"1213","Rebels on Pointe","",0,"JEANNETTE CATSOULIS","Review: ‘Rebels on Pointe,’ and in Tutus","The Ballets Russes de Monte Carlo meld technique with comedy, and tour more than two-thirds of the years","2017-11-15","2017-09-15","2017-11-15 17:36:03","article","https://www.nytimes.com/2017/11/15/movies/rebels-on-pointe-review.html","Read the New York Times Review of Rebels on Pointe","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/15/arts/17REBELS1/17REBELS1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"ballet russ de mont carlo meld techniqu comedi tour twothird"
"1214","Justice League","PG-13",0,"Manohla Dargis","Review: ‘Justice League,’ Better Than the Last One!","In this superhero jamboree, the Flash, Aquaman and Cyborg sign on with the DC Comics team leaders Batman and Wonder Woman. (Psst … where’s Superman?)","2017-11-15","2017-11-17","2017-12-15 17:44:01","article","https://www.nytimes.com/2017/11/15/movies/justice-league-review-wonder-woman-batman-dc-comics.html","Read the New York Times Review of Justice League","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/17/arts/17justiceleague-web1/17justiceleague-web1-mediumThreeByTwo440.jpg",140,210,0.040625,0.320009765475993,0.65,"superhero jambore flash aquaman cyborg sign dc comic team leader batman wonder woman psst where superman"
"1215","Song of Granite","",0,"BEN KENIGSBERG","Review: In ‘Song of Granite,’ Fragments of an Irish Folk Singer’s Life","This biography of the singer Joe Heaney seems uncertain of what made him tick.","2017-11-14","2017-11-15","2017-11-29 17:44:02","article","https://www.nytimes.com/2017/11/14/movies/song-of-granite-review.html","Read the New York Times Review of Song of Granite","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/15/arts/15SONGOFGRANITE/15SONGOFGRANITE-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"biographi singer joe heaney uncertain tick"
"1216","I Remember You","",1,"ANDY WEBSTER","Review: ‘I Remember You’ Is a Piercing Horror Film From Iceland","The director Oskar Thor Axelsson prefers mood and compelling human conflict over copious gore to deliver chills. The result is effective.","2017-11-09","2017-11-10","2017-11-09 12:04:03","article","https://www.nytimes.com/2017/11/09/movies/i-remember-you-review.html","Read the New York Times Review of I Remember You","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/10/movies/10irememberyou/10irememberyou-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"director oskar thor axelsson prefer mood compel human conflict copious gore deliv chill result effect"
"1217","Bitch","",1,"JEANNETTE CATSOULIS","Review: In ‘Bitch,’ a Desperate Housewife Finds Her Bark","Jason Ritter plays a husband whose wife goes to the dogs in this feminist horror-comedy.","2017-11-09","2017-11-10","2017-11-17 17:44:01","article","https://www.nytimes.com/2017/11/09/movies/bitch-review.html","Read the New York Times Review of Bitch","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/08/arts/bitch1/bitch1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"jason ritter play husband wife goe dog feminist horrorcomedi"
"1218","Window Horses: The Poetic Persian Epiphany of Rosie Ming","",1,"TEO BUGBEE","Review: ‘Window Horses’ Animates a Young Poet’s Self-Discovery","Ann Marie Fleming’s film explores the passions of a sheltered poet who travels to Shiraz, Iran, for a poetry festival.","2017-11-09","2017-11-10","2017-11-17 17:44:01","article","https://www.nytimes.com/2017/11/09/movies/window-horses-review.html","Read the New York Times Review of Window Horses: The Poetic Persian Epiphany of Rosie Ming","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/10/arts/10windowhorses/windowhorses1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"ann mari fleme film explor passion shelter poet travel shiraz iran poetri festiv"
"1219","Daddy's Home 2","PG-13",0,"BEN KENIGSBERG","Review: In ‘Daddy’s Home 2,’ Father Doesn’t Know Best","Mel Gibson gets off lightly as a crass paterfamilias in this comedy sequel to the hit starring Will Ferrell and Mark Wahlberg.","2017-11-09","2017-11-10","2017-12-09 17:44:02","article","https://www.nytimes.com/2017/11/09/movies/review-in-daddys-home-2-mel-gibson-will-ferrell-mark-wahlberg.html","Read the New York Times Review of Daddy's Home 2","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/10/arts/10daddyshome1/10daddyshome1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"mel gibson light crass paterfamilia comedi sequel hit star ferrel mark wahlberg"
"1220","Intent to Destroy","",0,"KEN JAWOROWSKI","Review: ‘Intent to Destroy’ Shows That the Armenian Past Is Not Over","This documentary, directed by Joe Berlinger, explores the Armenian genocide through old footage of survivors and insights from historians.","2017-11-09","2017-11-10","2017-11-17 17:44:01","article","https://www.nytimes.com/2017/11/09/movies/intent-to-destroy-armenian-genocide-review.html","Read the New York Times Review of Intent to Destroy","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/10/movies/10intenttodestroy2/10intenttodestroy2-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"documentari direct joe berling explor armenian genocid footag survivor insight historian"
"1221","Mayhem","Unrated",0,"JEANNETTE CATSOULIS","Review: A Virus Creates ‘Mayhem’ Among Backstabbing Lawyers","“Mayhem,” featuring the “Walking Dead” actor Steven Yeun, embraces its pulpy title with fighting-and-fornicating glee.","2017-11-09","2017-11-10","2017-11-17 17:44:01","article","https://www.nytimes.com/2017/11/09/movies/mayhem-review-steven-yeun.html","Read the New York Times Review of Mayhem","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/09/arts/MAYHEM1/MAYHEM1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"mayhem featur walk dead actor steven yeun embrac pulpi titl fightingandforn glee"
"1222","Three Billboards Outside Ebbing, Missouri","R",0,"MANOHLA DARGIS","Review: On Violence and the Pain of Others in ‘Three Billboards’","A ferocious Frances McDormand plays a grieving mother seeking justice in Martin McDonagh’s movie, which mixes tears and tragedy with corrosive laughs.","2017-11-08","2017-11-10","2017-12-08 17:44:01","article","https://www.nytimes.com/2017/11/08/movies/review-three-billboards-outside-ebbing-missouri-martin-mcdonagh.html","Read the New York Times Review of Three Billboards Outside Ebbing, Missouri","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/10/arts/10threebillboards1/10threebillboards-web-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"feroci franc mcdormand play griev mother seek justic martin mcdonagh movi mix tear tragedi corros laugh"
"1223","Murder on the Orient Express","PG-13",0,"GLENN KENNY","Review: An All-Star ‘Murder on the Orient Express’ With Few Surprises","Kenneth Branagh assembles Judi Dench, Johnny Depp, Michelle Pfeiffer and others for his film remake of Agatha Christie’s mystery novel.","2017-11-08","2017-11-10","2017-12-08 17:44:01","article","https://www.nytimes.com/2017/11/08/movies/murder-on-the-orient-express-review-kenneth-branagh.html","Read the New York Times Review of Murder on the Orient Express","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/10/arts/10murderontheorient1/10murderontheorient1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"kenneth branagh assembl judi dench johnni depp michell pfeiffer film remak agatha christi mysteri novel"
"1224","Hello Again","",0,"ANDY WEBSTER","Review: ‘Hello Again,’ a Movie Musical Ode to Love and Lust Over Decades","This film from Tom Gustafson, based on a 1993 Off Broadway show, has a formidable cast of Broadway names but wants for dramatic traction.","2017-11-07","2017-11-08","2017-12-06 17:44:01","article","https://www.nytimes.com/2017/11/07/movies/hello-again-review.html","Read the New York Times Review of Hello Again","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/08/arts/08HELLOAGAIN/08HELLOAGAIN-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"film tom gustafson base broadway formid cast broadway name dramat traction"
"1225","Most Beautiful Island","",1,"ANDY WEBSTER","Review: ‘Most Beautiful Island,’ an Immigrant’s New York Nightmare","This suspense film, about a woman entering a rabbit hole of urban peril, is an effective writing-directing debut for Ana Asensio, who also stars.","2017-11-02","2017-11-03","2017-11-10 17:44:01","article","https://www.nytimes.com/2017/11/02/movies/most-beautiful-island-review.html","Read the New York Times Review of Most Beautiful Island","mediumThreeByTwo210","https://static01.nyt.com/images/2017/10/31/arts/MOSTBEAUTIFUL1/MOSTBEAUTIFUL1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"suspens film woman enter rabbit hole urban peril effect writingdirect debut ana asensio star"
"1226","LBJ","R",0,"MANOHLA DARGIS","Review: ‘LBJ’ Hides Its Light Under a Bushel of Makeup","Woody Harrelson swaggers through this movie, which tries to track the coming into consciousness of Lyndon B. Johnson.","2017-11-02","2017-11-03","2017-12-02 17:44:01","article","https://www.nytimes.com/2017/11/02/movies/lbj-review-woody-harrelson-rob-reiner.html","Read the New York Times Review of LBJ","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/03/arts/03lbj-web1/03lbj-web1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"woodi harrelson swagger movi tri track come conscious lyndon b johnson"
"1227","Along for the Ride","",0,"GLENN KENNY","Review: ‘Along for the Ride,’ an Artist Through the Eyes of an Assistant","Dennis Hopper’s life could be seen as a wild ride, on and off the screen. Someone who was by Hopper’s side interprets his story.","2017-11-02","2017-11-03","2017-11-02 11:04:07","article","https://www.nytimes.com/2017/11/02/movies/along-for-the-ride-review-dennis-hopper.html","Read the New York Times Review of Along for the Ride","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/03/arts/03alongride/03alongride-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"denni hopper life seen wild ride screen hopper interpret stori"
"1228","My Friend Dahmer","R",0,"GLENN KENNY","Review: ‘My Friend Dahmer,’ the Boy Who Became a Cannibal","The story of the making of a monster.","2017-11-02","2017-11-03","2017-12-02 17:44:01","article","https://www.nytimes.com/2017/11/02/movies/review-my-friend-dahmer-the-boy-who-became-a-cannibal.html","Read the New York Times Review of My Friend Dahmer","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/03/arts/03myfrienddahmer1/03myfrienddahmer1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"stori monster"
"1229","A Gray State","",0,"BEN KENIGSBERG","Review: ‘A Gray State,’ Behind a Filmmaker’s Madness","Erik Nelson’s documentary centers on the aspiring filmmaker David Crowley, whose violent death became a cause for conspiracy theorists.","2017-11-02","2017-11-03","2017-11-10 17:44:01","article","https://www.nytimes.com/2017/11/02/movies/review-a-gray-state-behind-a-filmmakers-madness.html","Read the New York Times Review of A Gray State","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/02/us/03gray1/03gray1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"erik nelson documentari center aspir filmmak david crowley violent death caus conspiraci theorist"
"1230","Gilbert","",0,"JASON ZINOMAN","Review: In ‘Wait for Your Laugh’ and ‘Gilbert,’ Comedians Work Hard","These documentaries go behind the scenes with their well-known subjects, Rose Marie and Gilbert Gottfried.","2017-11-02","2017-04-01","2017-11-10 17:44:01","article","https://www.nytimes.com/2017/11/02/movies/wait-for-your-laugh-review-gilbert-gottfried-rose-marie.html","Read the New York Times Review of Gilbert","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/03/arts/03gilbert-wait1/03gilbert-wait1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"documentari scene wellknown subject rose mari gilbert gottfri"
"1231","Wait for Your Laugh","",0,"JASON ZINOMAN","Review: In ‘Wait for Your Laugh’ and ‘Gilbert,’ Comedians Work Hard","These documentaries go behind the scenes with their well-known subjects, Rose Marie and Gilbert Gottfried.","2017-11-02","2017-11-01","2017-12-01 17:44:02","article","https://www.nytimes.com/2017/11/02/movies/wait-for-your-laugh-review-gilbert-gottfried-rose-marie.html","Read the New York Times Review of Wait for Your Laugh","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/03/arts/03gilbert-wait1/03gilbert-wait1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"documentari scene wellknown subject rose mari gilbert gottfri"
"1232","A Bad Moms Christmas","R",0,"JEANNETTE CATSOULIS","Review: Bad Grandmoms Show Up for ‘A Bad Moms Christmas’","Christine Baranski, Cheryl Hines and Susan Sarandon join the cast for a sequel to “Bad Moms.”","2017-11-02","2017-11-01","2017-12-02 17:44:01","article","https://www.nytimes.com/2017/11/02/movies/a-bad-moms-christmas.html","Read the New York Times Review of A Bad Moms Christmas","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/01/arts/BADMOMS1/BADMOMS1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"christin baranski cheryl hine susan sarandon join cast sequel bad mom"
"1233","Blade of the Immortal","R",0,"JEANNETTE CATSOULIS","Review: Sorcery and Revenge Fuel ‘Blade of the Immortal’","A brokenhearted girl and an undying samurai team up in Takashi Miike’s film.","2017-11-02","2017-11-03","2017-11-15 17:44:02","article","https://www.nytimes.com/2017/11/02/movies/blade-of-the-immortal-review-takashi-miike.html","Read the New York Times Review of Blade of the Immortal","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/03/arts/03BLADE1/BLADE1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"brokenheart girl undi samurai team takashi miik film"
"1234","11/8/16","",0,"KEN JAWOROWSKI","Review: In ‘11/8/16,’ Looking at Election Day, After the Race Is Run","The documentary followed more than 16 people to the polls on Election Day to learn about their thoughts and feelings on the candidates.","2017-11-02","2017-11-01","2017-11-10 17:44:01","article","https://www.nytimes.com/2017/11/02/movies/11-8-16-review.html","Read the New York Times Review of 11/8/16","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/01/arts/eleven-eight1/eleven-eight1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"documentari follow peopl poll elect day learn feel candid"
"1235","It Happened in L.A.","",0,"ANDY WEBSTER","Review: ‘It Happened in L.A.,’ All That Questing After Love","This ensemble comedy from Michelle Morgan concerns one woman who exits a relationship, and another who seeks one. Their city only complicates matters.","2017-11-02","2017-11-03","2017-11-02 11:04:11","article","https://www.nytimes.com/2017/11/02/movies/it-happened-in-la-review.html","Read the New York Times Review of It Happened in L.A.","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/01/arts/ithappened2/ithappened2-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"ensembl comedi michell morgan concern woman exit relationship seek citi complic matter"
"1236","No Dress Code Required","",0,"DANIEL M. GOLD","Review: In ‘No Dress Code Required,’ a Gay Couple’s Mexicali Blues","Cristina Herrera Borquez’s documentary follows Victor Aguirre and Fernando Urias in their bureaucratic battle to be legally married.","2017-11-02","2017-11-03","2017-11-10 17:44:01","article","https://www.nytimes.com/2017/11/02/movies/no-dress-code-required-review.html","Read the New York Times Review of No Dress Code Required","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/03/arts/03NODRESS1/NODRESS1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"cristina herrera borquez documentari follow victor aguirr fernando uria bureaucrat battl legal marri"
"1237","Last Flag Flying","R",0,"A.O. SCOTT","Review: ‘Last Flag Flying’ Is a Starry, Somber and Comic War Movie","Three Vietnam vets — played by Steve Carell, Bryan Cranston and Laurence Fishburne — reunite during the Iraq war to accomplish a grim mission.","2017-11-02","2017-11-03","2017-12-02 17:44:01","article","https://www.nytimes.com/2017/11/02/movies/last-flag-flying-review-steve-carell-bryan-cranston-laurence-fishburne-richard-linklater.html","Read the New York Times Review of Last Flag Flying","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/03/arts/03lastflag/03lastflag-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"vietnam vet play steve carel bryan cranston laurenc fishburn reunit iraq war accomplish grim mission"
"1238","Thor: Ragnarok","PG-13",0,"MANOHLA DARGIS","Review: ‘Thor: Ragnarok,’ of Gods, Monsters and Silly Jokes","In the newest, loosest, goofiest and funniest Thor blowout, Chris Hemsworth’s superhero chillaxes with the Hulk and takes a punch from a Valkyrie.","2017-11-01","2017-11-03","2017-12-01 17:44:02","article","https://www.nytimes.com/2017/11/01/movies/thor-ragnarok-review-chris-hemsworth.html","Read the New York Times Review of Thor: Ragnarok","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/02/arts/03thor-webmain/03thor-webmain-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"loosest goofiest funniest thor blowout chris hemsworth superhero chillax hulk take punch valkyri"
"1239","Lady Bird","R",1,"A.O. SCOTT","Review: Greta Gerwig’s ‘Lady Bird’ Is Big-Screen Perfection","Saoirse Ronan plays a high school senior who insists on asserting her individuality, and it makes for a thrilling film.","2017-10-31","2017-11-03","2017-12-01 17:44:02","article","https://www.nytimes.com/2017/10/31/movies/lady-bird-review-greta-gerwig-saoirse-ronan.html","Read the New York Times Review of Lady Bird","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/03/arts/03LADYBIRD1/03LADYBIRD1-mediumThreeByTwo210-v3.jpg",140,210,0.040625,0.320009765475993,0.65,"saoirs ronan play school senior insist assert individu make thrill film"
"1240","The Light of the Moon","",0,"TEO BUGBEE","Review: ‘The Light of the Moon’ and the Trauma of Rape","Stephanie Beatriz plays a young woman who learns to survive after a night out ends in a brutal attack in this drama from Jessica M. Thompson.","2017-10-31","2017-11-01","2017-11-10 17:44:01","article","https://www.nytimes.com/2017/10/31/movies/review-the-light-of-the-moon-and-the-trauma-of-rape.html","Read the New York Times Review of The Light of the Moon","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/01/arts/01lightofthemoon1/01lightofthemoon1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"stephani beatriz play woman learn surviv night brutal attack drama jessica m thompson"
"1241","1945","",0,"BEN KENIGSBERG","Review: In ‘1945,’ Hungarian Villagers Are Forced to Revisit Wartime Sins","Ferenc Torok’s lean feature is a Holocaust film built, consciously or not, on a reversal of the tropes of the western.","2017-10-31","2017-11-01","2017-12-01 17:44:02","article","https://www.nytimes.com/2017/10/31/movies/1945-review-ferenc-torok.html","Read the New York Times Review of 1945","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/01/arts/01NINETEENFORTYFIVE/01NINETEENFORTYFIVE-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"ferenc torok lean featur holocaust film built conscious revers trope western"
"1242","Frank Serpico","",0,"GLENN KENNY","Review: ‘Frank Serpico’ Updates the Story of the Man Behind a Classic Movie","The real Frank Serpico proves to be a compelling figure in a documentary that picks up where the classic Hollywood film left off.","2017-10-31","2017-11-01","2017-11-10 17:44:01","article","https://www.nytimes.com/2017/10/31/movies/frank-serpico-review.html","Read the New York Times Review of Frank Serpico","mediumThreeByTwo210","https://static01.nyt.com/images/2017/11/01/arts/01frankserpico1/01frankserpico1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"real frank serpico prove compel figur documentari pick classic hollywood film left"
"1243","Suburbicon","R",0,"MANOHLA DARGIS","Review: Glib Laughs and Race Hate in ‘Suburbicon’","George Clooney stays off camera to direct Matt Damon and Julianne Moore in a caustic comedy about the good old American days of fear, hate and rage.","2017-10-26","2017-10-27","2017-11-17 17:44:01","article","https://www.nytimes.com/2017/10/26/movies/suburbicon-review-george-clooney-matt-damon-julianne-moore.html","Read the New York Times Review of Suburbicon","mediumThreeByTwo210","https://static01.nyt.com/images/2017/10/27/arts/27suburbicon-web/27suburbicon-web-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"georg clooney stay camera direct matt damon juliann moor caustic comedi american day fear hate rage"
"1244","Maya Dardel","",0,"TEO BUGBEE","Review: Lena Olin Is Fierce as a Suicidal Poet in ‘Maya Dardel’","A character who wants to play with power in a movie that reeks of scholarly pretension.","2017-10-26","2017-10-27","2017-11-03 16:44:01","article","https://www.nytimes.com/2017/10/26/movies/maya-dardel-review-lena-olin.html","Read the New York Times Review of Maya Dardel","mediumThreeByTwo210","https://static01.nyt.com/images/2017/10/27/arts/27mayadardel1/27mayadardel1-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"charact play power movi reek scholar pretens"
"1245","Crash Pad","R",0,"MONICA CASTILLO","Review: Two Unlikely Roommates Share Heartbreak in ‘Crash Pad’","A slacker, his lover and his lover’s husband make a sticky love triangle in this awkward comedy.","2017-10-26","2017-09-26","2017-11-03 16:44:01","article","https://www.nytimes.com/2017/10/26/movies/crash-pad-review.html","Read the New York Times Review of Crash Pad","mediumThreeByTwo210","https://static01.nyt.com/images/2017/10/24/movies/CRASHPAD1/CRASHPAD1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"slacker lover lover husband sticki love triangl awkward comedi"
"1246","Mully","",0,"KEN JAWOROWSKI","Review: ‘Mully’ Is a Man Dedicated to Saving Kenya’s Orphans","A documentary looks at Charles Mully, who gave up great wealth to aid the poor and homeless in his country.","2017-10-26","2017-10-27","2017-11-10 17:44:01","article","https://www.nytimes.com/2017/10/26/movies/mully-review.html","Read the New York Times Review of Mully","mediumThreeByTwo210","https://static01.nyt.com/images/2017/10/27/arts/27mully-print/25mully1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"documentari look charl mulli wealth aid poor homeless countri"
"1247","All I See Is You","R",0,"JEANNETTE CATSOULIS","Review: In ‘All I See Is You,’ Sight Is Restored and a Marriage Rocked","This psychodrama from Marc Forster stars Blake Lively and Jason Clarke as a seemingly happy married couple.","2017-10-26","2017-10-27","2017-11-03 16:44:01","article","https://www.nytimes.com/2017/10/26/movies/all-i-see-is-you-review-blake-lively.html","Read the New York Times Review of All I See Is You","mediumThreeByTwo210","https://static01.nyt.com/images/2017/10/27/arts/27alliseeisyou/27alliseeisyou-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"psychodrama marc forster star blake live jason clark seem happi marri coupl"
"1248","Thank You for Your Service","R",0,"BEN KENIGSBERG","Review: In ‘Thank You for Your Service,’ the War at Home","The film, from the screenwriter of “American Sniper,” is an earnest and powerful drama about Iraq veterans returning to Kansas.","2017-10-26","2017-10-27","2017-11-22 03:44:02","article","https://www.nytimes.com/2017/10/26/movies/thank-you-for-your-service-review-miles-teller.html","Read the New York Times Review of Thank You for Your Service","mediumThreeByTwo210","https://static01.nyt.com/images/2017/10/24/movies/THANKYOU1/THANKYOU1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"film screenwrit american sniper earnest power drama iraq veteran return kansa"
"1249","The Divine Order","",0,"BEN KENIGSBERG","Review: ‘The Divine Order’ Recalls the Fight for Women’s Suffrage in Switzerland","Set in 1971, Petra Volpe’s film takes a middlebrow, mildly rollicking approach toward a serious subject.","2017-10-26","2017-10-27","2017-11-10 17:44:01","article","https://www.nytimes.com/2017/10/26/movies/the-divine-order-review.html","Read the New York Times Review of The Divine Order","mediumThreeByTwo210","https://static01.nyt.com/images/2017/10/24/movies/DIVINE1/DIVINE1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"set petra volp film take middlebrow mild rollick approach serious subject"
"1250","Joan Didion: The Center Will Not Hold","",1,"GLENN KENNY","Review: A ‘Joan Didion’ Portrait, From an Intimate Source","This documentary is directed by Griffin Dunne, Ms. Didion’s nephew, a relationship that limits the movie in certain ways, but opens it up in others.","2017-10-24","2017-10-27","2017-11-02 04:18:28","article","https://www.nytimes.com/2017/10/24/movies/joan-didion-the-center-will-not-hold-review-griffin-dunne.html","Read the New York Times Review of Joan Didion: The Center Will Not Hold","mediumThreeByTwo210","https://static01.nyt.com/images/2017/10/27/arts/27joandidion1/27joandidion1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"documentari direct griffin dunn ms didion nephew relationship limit movi"
"1251","God's Own Country","",1,"JEANNETTE CATSOULIS","Review: Love Is Wild, if Not Pretty, in ‘God’s Own Country’","This feature debut of the writer and director Francis Lee is a bracing, sometimes brutal movie.","2017-10-24","2017-10-25","2017-11-24 17:44:02","article","https://www.nytimes.com/2017/10/24/movies/gods-own-country-review.html","Read the New York Times Review of God's Own Country","mediumThreeByTwo210","https://static01.nyt.com/images/2017/10/25/arts/25godsown/25godsown-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"featur debut writer director franci lee brace sometim brutal movi"
