"","title","rating","critics_pick","author","headline","summary","pub_date","opening_date","updated_date","link_type","link_url","link_suggested","multimedia_type","multi_media_src","multimedia_height","multimedia_width","sent_mean","sent_sd","sent_sum","clean_summary"
"2125","City of Gold","R",1,"A. O. SCOTT","Review: Tastes of Los Angeles in ‘City of Gold’","Laura Gabbert’s documentary follows the food critic Jonathan Gold in his pursuit of excellence, which can lead to a taco truck or a high-end restaurant.","2016-03-10","2016-03-11","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/11/movies/city-of-gold-review.html","Read the New York Times Review of City of Gold","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/11/arts/11CITYGOLD/11CITYGOLD-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"laura gabbert documentari follow food critic jonathan gold pursuit excel lead taco truck highend restaur"
"2126","Me Him Her","",0,"MIKE HALE","Review: In ‘Me Him Her,’ Late-20-Somethings Emerge From Life’s Confusion","A loose indie comedy, this feature debut from Max Landis shows the mark of the 1985 cult classic “Into the Night,” made by his father, John Landis.","2016-03-10","2016-03-11","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/11/movies/me-him-her-review.html","Read the New York Times Review of Me Him Her","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/11/arts/11HIMHER/11HIMHER-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"loos indi comedi featur debut max landi mark cult classic night father john landi"
"2127","Creative Control","R",0,"JEANNETTE CATSOULIS","Review: ‘Creative Control,’ a Satire of Gadget-Driven Reality","Benjamin Dickinson’s sophomore feature stars Mr. Dickinson as a stressed-out adman, an unprepossessing antihero with no control at all.","2016-03-10","2016-03-11","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/11/movies/creative-control-review.html","Read the New York Times Review of Creative Control","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/11/arts/11CREATIVE2SUB/11CREATIVE2SUB-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"benjamin dickinson sophomor featur star dickinson stressedout adman unprepossess antihero control"
"2128","Lolo","",0,"NICOLAS RAPOLD","Review: In Julie Delpy’s ‘Lolo,’ a Teenager Tries to Sabotage His Mother’s Romance","Ms. Delpy plays an indulgent divorced parent whose chance at happiness is threatened by her spoiled and scheming son.","2016-03-10","2016-03-01","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/11/movies/julie-delpy-lolo-review.html","Read the New York Times Review of Lolo","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/11/arts/11LOLO/11LOLO-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"ms delpi play indulg divorc parent chanc happi threaten spoil scheme son"
"2129","About Scout","",0,"NEIL GENZLINGER","Review: In ‘About Scout,’ a Young Woman Searches for Her Sister","Scout recruits a traveling companion from a psychiatric care center to search for her younger sister, who has been taken by their absentee father.","2016-03-10","2016-03-11","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/11/movies/about-scout-review.html","Read the New York Times Review of About Scout","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/11/arts/11ABOUTSCOUT/11ABOUTSCOUT-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"scout recruit travel companion psychiatr care center search sister absente father"
"2130","The Brothers Grimsby","R",0,"MANOHLA DARGIS","Review: ‘The Brothers Grimsby’: From Sacha, With Love","Sacha Baron Cohen returns with a movie about two brothers — a sleek superspy and a bumbling fool — who battle a global crime syndicate.","2016-03-10","2016-03-11","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/11/movies/sacha-baron-cohen-the-brothers-grimsby-review.html","Read the New York Times Review of The Brothers Grimsby","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/11/arts/11BROTHERS/11BROTHERS-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"sacha baron cohen return movi brother sleek superspi bumbl fool battl global crime syndic"
"2131","Rise of the Legend","",0,"ANDY WEBSTER","Review: ‘Rise of the Legend,’ a Kung Fu Period Film","In 19th-century Guangzhou, two friends who have trained together, and pine for the same woman, are on opposite sides of a battle.","2016-03-10","2016-03-11","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/11/movies/rise-of-the-legend-review.html","Read the New York Times Review of Rise of the Legend","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/11/arts/11RISELEGEND/11RISELEGEND-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"thcenturi guangzhou friend train pine woman opposit battl"
"2132","Hello, My Name Is Doris","R",0,"MANOHLA DARGIS","Review: ‘Hello, My Name Is Doris,’ About an Older Woman’s Love for a Much Younger Man","A frumpy, lower-middle-class woman in her 60s suddenly finds herself desired, which leads to a ferocious awakening.","2016-03-10","2016-03-11","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/11/movies/sally-field-hello-my-name-is-doris-review.html","Read the New York Times Review of Hello, My Name Is Doris","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/11/movies/11HELLO/11HELLO-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"frumpi lowermiddleclass woman s sudden desir lead feroci awaken"
"2133","Here Come the Videofreex","Not Rated",0,"GLENN KENNY","Review: ‘Here Come the Videofreex,’ Revolution via the Portapak","This concise and informative documentary follows the early adopters of a lightweight record-playback model by Sony in 1968.","2016-03-08","2016-03-09","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/09/movies/review-here-come-the-videofreex-revolution-via-the-portapak.html","Read the New York Times Review of Here Come the Videofreex","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/09/arts/9herecome/9herecome-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"concis inform documentari follow adopt lightweight recordplayback model soni"
"2134","Zootopia","PG",1,"NEIL GENZLINGER","Review: In ‘Zootopia,’ an Intrepid Bunny Chases Her Dreams","As the first rabbit police officer in Zootopia, Judy Hopps is stuck writing parking tickets, but the ambitious bunny pokes her nose into a missing-mammal epidemic.","2016-03-03","2016-03-04","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/04/movies/zootopia-review.html","Read the New York Times Review of Zootopia","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/04/arts/04ZOOTROPIA1/04ZOOTROPIA1-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"rabbit polic offic zootopia judi hopp stuck write park ticket ambiti bunni poke nose missingmamm epidem"
"2135","They Will Have to Kill Us First","",0,"JEANNETTE CATSOULIS","Review: ‘They Will Have to Kill Us First’ Documents Malian Music in Exile","Johanna Schwartz’s film follows musicians in exile after Islamic jihadists banned music in their home country.","2016-03-03","2016-03-04","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/04/movies/review-they-will-have-to-kill-us-first-documents-malian-music-in-exile.html","Read the New York Times Review of They Will Have to Kill Us First","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/04/arts/04THEYWILL1/04THEYWILL1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"johanna schwartz film follow musician exil islam jihadist ban music home countri"
"2136","Ava’s Possessions","R",0,"JEANNETTE CATSOULIS","Review: In ‘Ava’s Possessions,’ Fallout From a Lost Month of Demonic Activity","There is a mysterious bloodstain beneath Ava’s rug, and there are criminal charges for assault and indecent exposure to be faced.","2016-03-03","2016-03-04","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/04/movies/review-in-avas-possessions-fallout-from-a-lost-month-of-demonic-activity.html","Read the New York Times Review of Ava’s Possessions","","",NA,NA,0.040625,0.320009765475993,0.65,"mysteri bloodstain beneath ava rug crimin charg assault indec exposur face"
"2137","Road Games","",0,"NICOLAS RAPOLD","Review: In ‘Road Games,’ a French Hitch Turns South","Abner Pastoll’s thriller focuses on two hitchhikers and the eccentric motorist who picks them up.","2016-03-03","2016-03-04","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/04/movies/review-in-road-games-a-french-hitch-turns-south.html","Read the New York Times Review of Road Games","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/04/arts/04ROADGAMES/04ROADGAMES-mediumThreeByTwo210-v3.jpg",140,210,0.040625,0.320009765475993,0.65,"abner pastol thriller focus hitchhik eccentr motorist pick"
"2138","The Boy and the Beast","PG-13",0,"ANDY WEBSTER","Review: In ‘The Boy and the Beast,’ Learning From Anime Animals","Mamoru Hosoda’s fantasy tells of a runaway transported to a world whose mammals include a bear that trains him for a warrior’s life.","2016-03-03","2016-02-02","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/04/movies/the-boy-and-the-beast-review.html","Read the New York Times Review of The Boy and the Beast","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/04/arts/04BOY/04BOY-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"mamoru hosoda fantasi tell runaway transport world mammal includ bear train warrior life"
"2139","London Has Fallen","R",0,"NEIL GENZLINGER","Review: In ‘London Has Fallen,’ the President Must Be Saved From Terrorists","Aaron Eckhart plays American’s leader visiting London, and Gerard Butler is his Secret Service protector when bloody chaos erupts.","2016-03-03","2016-03-04","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/04/movies/london-has-fallen-review.html","Read the New York Times Review of London Has Fallen","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/04/arts/04LONDONFALLEN/04LONDONFALLEN-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"aaron eckhart play american leader visit london gerard butler secret servic protector bloodi chao erupt"
"2140","The Wave","R",0,"MANOHLA DARGIS","Review: ‘The Wave’ Is a Disaster Movie Making a Big Splash","Roar Uthaug’s disaster movie follows a family and others in a Norwegian village confronting a crumbling mountain and the cataclysm that follows.","2016-03-03","2016-03-04","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/04/movies/the-wave-review.html","Read the New York Times Review of The Wave","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/04/arts/04WAVE/04WAVE-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"roar uthaug disast movi follow famili norwegian villag confront crumbl mountain cataclysm follow"
"2141","Knight of Cups","R",0,"A. O. SCOTT","Review: In ‘Knight of Cups,’ a Writer’s Flesh Is Willing but His Spirit Is Weak","Starring Christian Bale, Terrence Malick’s film addresses the existential, and erotic, issues of a screenwriter in Los Angeles.","2016-03-03","2016-03-04","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/04/movies/christian-bale-knight-of-cups-review.html","Read the New York Times Review of Knight of Cups","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/04/arts/04KNIGHTS1/04KNIGHTS1-mediumThreeByTwo210-v3.jpg",140,210,0.040625,0.320009765475993,0.65,"star christian bale terrenc malick film address existenti erot issu screenwrit los angel"
"2142","Whiskey Tango Foxtrot","R",0,"NICOLAS RAPOLD","Review: In ‘Whiskey Tango Foxtrot,’ Tina Fey as a Wisecracking War Reporter","Based on Kim Barker’s memoir, “The Taliban Shuffle,” the comedy depicts the battle-tested experience of a journalist in Afghanistan.","2016-03-03","2016-03-04","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/04/movies/whiskey-tango-foxtrot-review.html","Read the New York Times Review of Whiskey Tango Foxtrot","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/04/arts/04WHISKEY/04WHISKEY-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"base kim barker memoir taliban shuffl comedi depict battletest experi journalist afghanistan"
"2143","Emelie","",0,"MANOHLA DARGIS","Review: In ‘Emelie,’ Don’t Tell Mom the Babysitter’s Deadly","In this horror film directed by Michael Thelin, a girl hired to mind the children in a household turns out to be a dire threat to them.","2016-03-03","2016-03-04","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/03/04/movies/review-in-emelie-dont-tell-mom-the-babysitters-deadly.html","Read the New York Times Review of Emelie","mediumThreeByTwo210","https://static01.nyt.com/images/2016/03/04/arts/04EMELIE/04EMELIE-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"horror film direct michael thelin girl hire mind children household dire threat"
"2144","The Last Man on the Moon","",1,"NEIL GENZLINGER","Review: ‘The Last Man on the Moon’ Is the Story of Just That","This documentary is about Capt. Eugene Cernan, who for almost 44 years has held the distinction of being the last human being to step on the moon.","2016-02-25","2016-02-26","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/26/movies/the-last-man-on-the-moon-review.html","Read the New York Times Review of The Last Man on the Moon","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/26/arts/26LASTMAN1/26LASTMAN1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"documentari capt eugen cernan held distinct human step moon"
"2145","Virus of Fear","",0,"ANDY WEBSTER","Review: ‘Virus of Fear,’ a Kiss Touches Off Child Abuse Accusations","A swimming instructor is accused of inappropriately touching a child, and battle lines are drawn among his colleagues and parents.","2016-02-25","2016-02-26","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/26/movies/review-virus-of-fear-a-kiss-touches-off-child-abuse-accusations.html","Read the New York Times Review of Virus of Fear","","",NA,NA,0.040625,0.320009765475993,0.65,"swim instructor accus inappropri touch child battl line drawn colleagu parent"
"2146","A Strange Course of Events","",0,"DANIEL M. GOLD","Review: ‘A Strange Course of Events’","A clerical worker at a hospital in Israel decides, on impulse, to visit his estranged father in Haifa.They haven’t see each other in five years.","2016-02-25","2016-02-26","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/26/movies/a-strange-course-of-events-review.html","Read the New York Times Review of A Strange Course of Events","","",NA,NA,0.040625,0.320009765475993,0.65,"cleric worker hospit israel decid impuls visit estrang father haifathey havent five"
"2147","Marguerite & Julien","",0,"GLENN KENNY","Review: ‘Marguerite &amp; Julien,’ a Tale of Siblings in Love","Valérie Donzelli’s film transposes the factually based, centuries-old story of incestuous French lovers to a not-quite-modern setting.","2016-02-25","2016-02-26","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/26/movies/review-marguerite-julien-a-tale-of-siblings-in-love.html","Read the New York Times Review of Marguerite & Julien","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/26/arts/26MARGUERITE/26MARGUERITE-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"valéri donzelli film transpos factual base centuriesold stori incestu french lover notquitemodern set"
"2148","King Georges","",0,"NICOLAS RAPOLD","Review: ‘King Georges’ Chronicles a Famed Restaurant’s Downfall","This documentary focuses on the chef Georges Perrier and Le Bec-Fin, his Philadelphia fixture that closed in 2013 after four decades in business.","2016-02-25","2016-02-26","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/26/movies/review-king-georges-chronicles-a-famed-restaurants-downfall.html","Read the New York Times Review of King Georges","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/26/arts/26KINGGEORGES/26KINGGEORGES-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"documentari focus chef georg perrier le becfin philadelphia fixtur close decad busi"
"2149","Eddie the Eagle","PG-13",0,"NEIL GENZLINGER","Review: ‘Eddie the Eagle’ Revels in Its Underdog Status","The film is a heavily fictionalized version of Eddie Edwards’s competition as a ski jumper at the 1988 Winter Olympics.","2016-02-25","2016-02-26","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/26/movies/eddie-the-eagle-review.html","Read the New York Times Review of Eddie the Eagle","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/26/arts/26EDDIE/26EDDIE-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"film heavili fiction version eddi edwardss competit ski jumper winter olymp"
"2150","Triple 9","R",0,"MANOHLA DARGIS","Review: In ‘Triple 9,’ an Appealing Cast Can’t Rise Above the Violence","The film is one of those productions in which much of the creative energy has been funneled into gaudily inventive displays of brutality.","2016-02-25","2016-02-26","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/26/movies/triple-9-review.html","Read the New York Times Review of Triple 9","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/26/arts/26TRIPLE/26TRIPLE-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"film product creativ energi funnel gaudili invent display brutal"
"2151","Gods of Egypt","PG-13",0,"MANOHLA DARGIS","Review: In ‘Gods of Egypt,’ That Doughnut Beast Is Stepping on My Sandal","Alex Proyas’s special-effects extravaganza, set in antiquity, is an embarrassment of kitsch riches with intermittent moments of wit.","2016-02-25","2016-02-26","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/26/movies/gods-of-egypt-review.html","Read the New York Times Review of Gods of Egypt","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/26/arts/26GODS1/26GODS1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"alex proyass specialeffect extravaganza set antiqu embarrass kitsch rich intermitt moment wit"
"2152","The Witch","R",1,"MANOHLA DARGIS","Review: In ‘The Witch,’ a Family’s Contract With God Is Tested","Around 1630 in New England, a family leaves a plantation to settle down alone at the edge of a forest.","2016-02-18","2016-02-19","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/19/movies/the-witch-review.html","Read the New York Times Review of The Witch","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/19/arts/19WITCHES1/19WITCHES1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"england famili leav plantat settl edg forest"
"2153","Rolling Papers","",0,"NEIL GENZLINGER","Review: ‘Rolling Papers’ Follows The Denver Post on the Marijuana Beat","This documentary follows Ricardo Baca and several of his writers throughout 2014 as they define their new beat.","2016-02-18","2016-02-19","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/19/movies/rolling-papers-review.html","Read the New York Times Review of Rolling Papers","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/19/arts/rolling/rolling-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"documentari follow ricardo baca writer throughout defin beat"
"2154","Forsaken","R",0,"NEIL GENZLINGER","Review: In ‘Forsaken,’ the Sutherlands Bond in the Old West","A gunslinger returns to his hometown and encounters challenges as he reconnects with his father in this film set in 1872.","2016-02-18","2016-02-19","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/19/movies/forsaken-review-kiefer-sutherland-donald-sutherland.html","Read the New York Times Review of Forsaken","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/19/arts/19FORSAKEN/19FORSAKEN-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"gunsling return hometown encount challeng reconnect father film set"
"2155","Risen","PG-13",0,"JEANNETTE CATSOULIS","Review: ‘Risen,’ a Tale of Conversion Starring Joseph Fiennes","The producers, in trying to appeal to believers and nonbelievers alike, aim for drama in the story of Clavius, a Roman army tribune.","2016-02-18","2016-02-19","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/19/movies/review-risen-a-tale-of-conversion-starring-joseph-fiennes.html","Read the New York Times Review of Risen","","",NA,NA,0.040625,0.320009765475993,0.65,"produc tri appeal believ nonbeliev alik aim drama stori clavius roman armi tribun"
"2156","Snowtime!","PG",0,"NEIL GENZLINGER","Review: ‘Snowtime!’ Tells of an Escalating Snowball War","This animated movie, intended for a young audience, is a remake of a 1984 film called “The Dog Who Stopped the War.”","2016-02-18","2016-02-26","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/19/movies/snowtime-review.html","Read the New York Times Review of Snowtime!","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/19/arts/19SNOWTIMEALT/19SNOWTIMEALT-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"anim movi intend audienc remak film call dog stop war"
"2157","Race","PG-13",0,"STEPHEN HOLDEN","Review: ‘Race’ Chronicles Jesse Owens’s Rise to Olympic Glory","Stephen Hopkins’s film takes one of the least challenging paths in telling Owens’s story, confining its time span to three years, from 1934 to 1936.","2016-02-18","2016-02-19","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/19/movies/review-race-chronicles-jesse-owenss-rise-to-olympic-glory.html","Read the New York Times Review of Race","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/19/arts/19RACE/19SUPERREEF-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"stephen hopkinss film take challeng path tell owenss stori confin time span"
"2158","Fitoor","",0,"RACHEL SALTZ","Review: ‘Fitoor’ Enlists Dickens to Tell a Hindi Love Story","Based on “Great Expectations,” the film, directed by Abhishek Kapoor, is more Bollywood than Charles Dickens.","2016-02-11","2016-02-12","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/12/movies/review-fitoor-enlists-dickens-to-tell-a-hindi-love-story.html","Read the New York Times Review of Fitoor","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/12/arts/12FITOOR/12FITOOR-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"base expect film direct abhishek kapoor bollywood charl dicken"
"2159","Bad Hurt","",0,"GLENN KENNY","Review: In ‘Bad Hurt,’ a Staten Island Family Struggles","This drama, set in 1999, features post-traumatic stress disorder and other problems that are not easily solved.","2016-02-11","2016-02-12","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/12/movies/review-in-bad-hurt-a-staten-island-family-struggles.html","Read the New York Times Review of Bad Hurt","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/12/arts/12BADHURT/12BADHURT-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"drama set featur posttraumat stress disord easili solv"
"2160","Already Tomorrow in Hong Kong","",0,"NEIL GENZLINGER","Review: ‘Already Tomorrow in Hong Kong,’ a Meet-Cute Romance","Written and directed by Emily Ting, this film tells of two Americans who run into each other on the streets of a glittering city.","2016-02-11","2016-02-12","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/12/movies/already-tomorrow-in-hong-kong-review.html","Read the New York Times Review of Already Tomorrow in Hong Kong","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/12/arts/12ALREADYTOMORROW/12ALREADYTOMORROW-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"written direct emili ting film tell american run street glitter citi"
"2161","Glassland","",0,"STEPHEN HOLDEN","Review: ‘Glassland,’ the Brittle Territory of Love and Addiction","Alcohol is a dependable friend for a woman (Toni Collette) who has been abandoned and disappointed by life and has let others down in turn.","2016-02-11","2016-03-18","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/12/movies/review-glassland-the-brittle-territory-of-love-and-addiction.html","Read the New York Times Review of Glassland","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/12/arts/12GLASSLAND/12GLASSLAND-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"alcohol depend friend woman toni collett abandon disappoint life"
"2162","How to Be Single","R",0,"NICOLAS RAPOLD","Review: ‘How to Be Single’ Is Another Lonely-Hearts Adaptation","This adventure, which stars Dakota Johnson, flops even with Leslie Mann and Rebel Wilson hard at work being funny.","2016-02-11","2016-02-12","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/12/movies/how-to-be-single-review-rebel-wilson-dakota-johnson.html","Read the New York Times Review of How to Be Single","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/12/arts/12HOWTOBESINGLE/12HOWTOBESINGLE-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"adventur star dakota johnson flop lesli mann rebel wilson hard funni"
"2163","Zoolander 2","PG-13",0,"STEPHEN HOLDEN","Review: In ‘Zoolander 2,’ All Is Still Vanity","Ben Stiller’s Derek Zoolander, 15 years later, is forever pursing his lips, striking poses and practicing his telekinetic blue-steel glare.","2016-02-11","2016-02-12","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/12/movies/zoolander-2-review-ben-stiller.html","Read the New York Times Review of Zoolander 2","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/11/arts/zoolander1/zoolander1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"ben stiller derek zooland forev purs lip strike pose practic telekinet bluesteel glare"
"2164","Deadpool","R",0,"MANOHLA DARGIS","Review: ‘Deadpool,’ a Sardonic Supervillain on a Kill Mission","This eager-to-please comic-book movie, starring Ryan Reynolds and directed by Tim Miller, is the latest entry in the Marvel universe.","2016-02-11","2016-02-12","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/12/movies/deadpool-movie-review-ryan-reynolds.html","Read the New York Times Review of Deadpool","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/11/arts/deadpool1/deadpool1-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"eagertopleas comicbook movi star ryan reynold direct tim miller entri marvel univers"
"2165","4th Man Out","",1,"HELEN T. VERONGOS","Review: ‘4th Man Out,’ a Film About Friendship and Coming Out","Adam, a mechanic in his 20s who has recently come out, tries dating apps with the encouragement of his three lifelong buddies.","2016-02-04","2016-02-05","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/05/movies/4th-man-out-review.html","Read the New York Times Review of 4th Man Out","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/05/arts/fourth-image/fourth-image-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"adam mechan s recent tri date app encourag lifelong buddi"
"2166","Misconduct","R",0,"STEPHEN HOLDEN","Review: ‘Misconduct’ Stars Josh Duhamel and Anthony Hopkins in a Tale of Corporate Evil","This action thriller, the directorial debut of Shintaro Shimosawa, also features Al Pacino as a lawyer caught in a power struggle with a corrupt pharmaceutical executive.","2016-02-04","2016-02-05","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/05/movies/josh-duhamel-anthony-hopkins-misconduct-review.html","Read the New York Times Review of Misconduct","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/05/arts/05MISCONDUCT/05MISCONDUCT-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"action thriller directori debut shintaro shimosawa featur al pacino lawyer caught power struggl corrupt pharmaceut execut"
"2167","Tumbledown","R",0,"NICOLAS RAPOLD","Review: In ‘Tumbledown,’ a Book Is the Third Party in a Love Triangle","Rebecca Hall plays the young grieving widow of an acclaimed indie-folk singer and Jason Sudeikis his brash biographer in this dramedy directed by Sean Mewshaw.","2016-02-04","2016-02-05","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/05/movies/tumbledown-review.html","Read the New York Times Review of Tumbledown","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/05/arts/05TUMBLEDOWN/05TUMBLEDOWN-mediumThreeByTwo210-v2.jpg",140,210,0.040625,0.320009765475993,0.65,"rebecca hall play griev widow acclaim indiefolk singer jason sudeiki brash biograph dramedi direct sean mewshaw"
"2168","The Choice","PG-13",0,"JEANNETTE CATSOULIS","Review: In ‘The Choice,’ a Sudsy Romance That Was Meant to Be","Based on a book by Nicholas Sparks, the film stars Teresa Palmer and Benjamin Walker as a pair who fall in love amid rain-soaked trysts and ocean sunsets.","2016-02-04","2016-02-05","2017-11-02 04:18:23","article","https://www.nytimes.com/2016/02/05/movies/the-choice-review-nicholas-sparks.html","Read the New York Times Review of The Choice","mediumThreeByTwo210","https://static01.nyt.com/images/2016/02/05/arts/05THECHOICE/05THECHOICE-mediumThreeByTwo210.jpg",140,210,0.040625,0.320009765475993,0.65,"base book nichola spark film star teresa palmer benjamin walker pair fall love amid rainsoak tryst ocean sunset"
